"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"ABM_RankingTask_2015_new2.nlogo"
"experiment"
"05/14/2024 12:49:47:362 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","23","0","10"
"[run number]","team_size","game_size","[step]","team_size","game_size","mu_agree","sd_agree","mu_talk","sd_talk","mu_crit","sd_crit","reached_consensus?","team_score","gain_score","synergy_score"
"592","5","4","10","5","4","2","2","2","2","0","0.5","true","0","0.0668","-0.333"
"594","5","4","9","5","4","2","2","2","2","0","0.5","true","1","1.0002","0.667"
"593","5","4","13","5","4","2","2","2","2","0","0.5","true","1","0.8668","0.667"
"596","5","4","6","5","4","2","2","2","2","0","0.5","true","0","-0.0668","-0.667"
"595","5","4","7","5","4","2","2","2","2","0","0.5","true","0","-0.26660000000000006","-0.667"
"599","5","4","6","5","4","2","2","2","2","0","0.5","true","0.333","0.33280000000000004","-0.334"
"598","5","4","6","5","4","2","2","2","2","0","0.5","true","0","0.2","-0.333"
"600","5","4","6","5","4","2","2","2","2","0","0.5","true","0.333","0.1996","-0.334"
"597","5","4","8","5","4","2","2","2","2","0","0.5","true","-0.333","0.067","-1"
"601","5","4","9","5","4","2","2","2","2","0","0.5","true","-0.333","-0.2662","-0.666"
"602","5","4","5","5","4","2","2","2","2","0","0.5","true","0","0.2","-0.333"
"603","5","4","6","5","4","2","2","2","2","0","0.5","true","-1","-0.6666","-1.333"
"604","5","4","7","5","4","2","2","2","2","0","0.5","true","-0.333","-0.2664","-0.666"
"605","5","4","4","5","4","2","2","2","2","0","0.5","true","0.667","0.3336","-0.33299999999999996"
"606","5","4","8","5","4","2","2","2","2","0","0.5","true","-0.333","-0.5998000000000001","-1"
"611","5","4","5","5","4","2","2","2","2","0","0.5","true","0","-0.2","-0.667"
"609","5","4","6","5","4","2","2","2","2","0","0.5","true","0","-0.0668","-0.667"
"607","5","4","5","5","4","2","2","2","2","0","0.5","true","-0.333","-0.13299999999999998","-0.666"
"608","5","4","6","5","4","2","2","2","2","0","0.5","true","-0.333","-0.2664","-0.666"
"610","5","4","8","5","4","2","2","2","2","0","0.5","true","-0.667","-0.7338","-1.667"
"614","5","4","6","5","4","2","2","2","2","0","0.5","true","-0.667","-0.6004","-1.667"
"613","5","4","5","5","4","2","2","2","2","0","0.5","true","0.667","0.9338000000000001","0.667"
"612","5","4","6","5","4","2","2","2","2","0","0.5","true","0","0.06680000000000001","-1"
"615","5","4","8","5","4","2","2","2","2","0","0.5","true","0.667","0.6002000000000001","-0.33299999999999996"
"616","5","4","8","5","4","2","2","2","2","0","0.5","true","-0.667","-0.4672","-0.667"
"621","5","4","5","5","4","2","2","2","2","0","0.5","true","0.333","-0.1336","-0.667"
"618","5","4","6","5","4","2","2","2","2","0","0.5","true","0","0.2","-0.667"
"617","5","4","6","5","4","2","2","2","2","0","0.5","true","0.667","0.5338","-0.33299999999999996"
"620","5","4","5","5","4","2","2","2","2","0","0.5","true","0.667","0.3336","-0.33299999999999996"
"619","5","4","6","5","4","2","2","2","2","0","0.5","true","0.333","0.06619999999999998","-0.334"
"581","5","4","7","5","4","2","2","2","2","0","0.5","true","1","0.9334","0.667"
"623","5","4","5","5","4","2","2","2","2","0","0.5","true","0.667","0.9336","0.667"
"625","5","4","5","5","4","2","2","2","2","0","0.5","true","0.667","0.4668","-0.33299999999999996"
"626","5","4","6","5","4","2","2","2","2","0","0.5","true","0.333","-4.0000000000001146E-4","-0.334"
"622","5","4","5","5","4","2","2","2","2","0","0.5","true","-0.333","-0.133","-1"
"624","5","4","6","5","4","2","2","2","2","0","0.5","true","0","0.26680000000000004","-0.667"
"629","5","4","5","5","4","2","2","2","2","0","0.5","true","-1","-0.7332","-1.333"
"632","5","4","7","5","4","2","2","2","2","0","0.5","true","-1","-0.533","-1.333"
"631","5","4","9","5","4","2","2","2","2","0","0.5","true","-0.333","-0.46640000000000004","-1"
"630","5","4","6","5","4","2","2","2","2","0","0.5","true","0.333","0.46640000000000004","-0.334"
"628","5","4","8","5","4","2","2","2","2","0","0.5","true","0.333","0.1996","-0.334"
"635","5","4","7","5","4","2","2","2","2","0","0.5","true","0.667","0.8004","0.334"
"636","5","4","7","5","4","2","2","2","2","0","0.5","true","0","1.1102230246251566E-17","-1"
"637","5","4","7","5","4","2","2","2","2","0","0.5","true","0.333","0.2666","0"
"633","5","4","7","5","4","2","2","2","2","0","0.5","true","1","1.0668","0.667"
"634","5","4","14","5","4","2","2","2","2","0","0.5","true","-0.333","4.0000000000001146E-4","-1"
"638","5","4","8","5","4","2","2","2","2","0","0.5","true","-0.333","-0.5996","-1.333"
"639","5","4","6","5","4","2","2","2","2","0","0.5","true","0.667","0.6004","0"
"641","5","4","7","5","4","2","2","2","2","0","0.5","true","0","-0.06680000000000001","-1"
"640","5","4","7","5","4","2","2","2","2","0","0.5","true","-0.667","-0.4668","-1.334"
"642","5","4","11","5","4","2","2","2","2","0","0.5","true","0.333","0.5996","0.333"
"645","5","4","6","5","4","2","2","2","2","0","0.5","true","-0.667","-0.06700000000000006","-0.667"
"646","5","4","6","5","4","2","2","2","2","0","0.5","true","0.333","0.33320000000000005","-0.667"
"643","5","4","7","5","4","2","2","2","2","0","0.5","true","0.333","0.333","-0.334"
"644","5","4","8","5","4","2","2","2","2","0","0.5","true","1","0.9334","0.33299999999999996"
"647","5","4","10","5","4","2","2","2","2","0","0.5","true","-0.333","0.06720000000000004","-0.666"
"648","5","4","6","5","4","2","2","2","2","0","0.5","true","-0.667","-0.5336000000000001","-1.334"
"650","5","4","5","5","4","2","2","2","2","0","0.5","true","0.333","0.3996","-0.667"
"649","5","4","5","5","4","2","2","2","2","0","0.5","true","-0.333","-0.533","-1.333"
"651","5","4","5","5","4","2","2","2","2","0","0.5","true","-0.333","-0.06619999999999998","-0.666"
"652","5","4","10","5","4","2","2","2","2","0","0.5","true","0.333","0.1994","-0.334"
"653","5","4","5","5","4","2","2","2","2","0","0.5","true","1","0.9332","0.33299999999999996"
"654","5","4","7","5","4","2","2","2","2","0","0.5","true","1","0.7334","0"
"656","5","4","7","5","4","2","2","2","2","0","0.5","true","0","0.19980000000000003","0"
"657","5","4","8","5","4","2","2","2","2","0","0.5","true","0.333","-5.999999999999894E-4","-0.667"
"655","5","4","8","5","4","2","2","2","2","0","0.5","true","1","0.8668","0.33299999999999996"
"660","5","4","7","5","4","2","2","2","2","0","0.5","true","0","-0.26680000000000004","-1"
"661","5","4","7","5","4","2","2","2","2","0","0.5","true","0.333","0.4662","-0.334"
"658","5","4","8","5","4","2","2","2","2","0","0.5","true","0","1.1102230246251566E-17","-1"
"659","5","4","7","5","4","2","2","2","2","0","0.5","true","0","0.13340000000000002","-0.333"
"662","5","4","7","5","4","2","2","2","2","0","0.5","true","-0.333","-0.6662","-1"
"664","5","4","4","5","4","2","2","2","2","0","0.5","true","0.333","0.333","0"
"665","5","4","5","5","4","2","2","2","2","0","0.5","true","0","1.1102230246251566E-17","-1"
"666","5","4","4","5","4","2","2","2","2","0","0.5","true","0","2.0000000000000017E-4","-0.333"
"667","5","4","7","5","4","2","2","2","2","0","0.5","true","1","0.4667999999999999","0"
"663","5","4","9","5","4","2","2","2","2","0","0.5","true","0.333","0.06619999999999998","-0.667"
"668","5","4","5","5","4","2","2","2","2","0","0.5","true","-0.333","-0.533","-1"
"669","5","4","7","5","4","2","2","2","2","0","0.5","true","0","0.0666","-1"
"671","5","4","6","5","4","2","2","2","2","0","0.5","true","0.667","0.46720000000000006","-0.33299999999999996"
"670","5","4","6","5","4","2","2","2","2","0","0.5","true","0.333","0.533","0"
"672","5","4","9","5","4","2","2","2","2","0","0.5","true","1","1.2668","0.667"
"673","5","4","5","5","4","2","2","2","2","0","0.5","true","1","0.9334","0.33299999999999996"
"674","5","4","5","5","4","2","2","2","2","0","0.5","true","-0.333","-0.1998","-0.333"
"627","5","4","7","5","4","2","2","2","2","0","0.5","true","-0.333","-0.5332","-1.333"
"676","5","4","8","5","4","2","2","2","2","0","0.5","true","1","1.0002","0.33299999999999996"
"675","5","4","6","5","4","2","2","2","2","0","0.5","true","0.333","0.46640000000000004","-0.667"
"677","5","4","7","5","4","2","2","2","2","0","0.5","true","0.667","0.8002","0.334"
"678","5","4","5","5","4","2","2","2","2","0","0.5","true","0","-0.0668","-0.667"
"679","5","4","7","5","4","2","2","2","2","0","0.5","true","-1","-0.8666","-1.333"
"682","5","4","7","5","4","2","2","2","2","0","0.5","true","-0.667","-0.7336","-1.334"
"683","5","4","8","5","4","2","2","2","2","0","0.5","true","0","0.1332","-0.667"
"681","5","4","9","5","4","2","2","2","2","0","0.5","true","0","1.9999999999998909E-4","-0.333"
"684","5","4","5","5","4","2","2","2","2","0","0.5","true","0","0.3336","-0.333"
"685","5","4","6","5","4","2","2","2","2","0","0.5","true","1","0.6","0.33299999999999996"
"687","5","4","7","5","4","2","2","2","2","0","0.5","true","0.333","-0.26719999999999994","-0.667"
"688","5","4","7","5","4","2","2","2","2","0","0.5","true","1","1.0668","0.667"
"686","5","4","9","5","4","2","2","2","2","0","0.5","true","0","-0.26660000000000006","-0.667"
"689","5","4","7","5","4","2","2","2","2","0","0.5","true","0.667","0.467","0"
"690","5","4","5","5","4","2","2","2","2","0","0.5","true","0.667","0.8002","0.334"
"691","5","4","11","5","4","2","2","2","2","0","0.5","true","-0.333","-0.46640000000000004","-1"
"693","5","4","5","5","4","2","2","2","2","0","0.5","true","0.333","0.1996","-0.667"
"692","5","4","9","5","4","2","2","2","2","0","0.5","true","-0.333","-0.1328","-0.666"
"695","5","4","6","5","4","2","2","2","2","0","0.5","true","1","0.9334","0.667"
"694","5","4","6","5","4","2","2","2","2","0","0.5","true","0.667","0.5336000000000001","-0.33299999999999996"
"696","5","4","5","5","4","2","2","2","2","0","0.5","true","-0.333","-0.46620000000000006","-0.666"
"697","5","4","7","5","4","2","2","2","2","0","0.5","true","-0.333","-0.6662","-1.333"
"699","5","4","8","5","4","2","2","2","2","0","0.5","true","-0.667","-0.40040000000000003","-0.667"
"698","5","4","7","5","4","2","2","2","2","0","0.5","true","0","0","-0.333"
"700","5","4","7","5","4","2","2","2","2","0","0.5","true","-0.667","-0.3336","-0.667"
"701","5","4","6","5","4","2","2","2","2","0","0.5","true","-0.333","-0.1328","-0.666"
"702","5","4","7","5","4","2","2","2","2","0","0.5","true","1","0.9332","0.33299999999999996"
"704","5","4","6","5","4","2","2","2","2","0","0.5","true","0.333","-1.9999999999997797E-4","-0.667"
"703","5","4","7","5","4","2","2","2","2","0","0.5","true","0.333","0.46640000000000004","0"
"705","5","4","8","5","4","2","2","2","2","0","0.5","true","0.333","0.533","0.333"
"707","5","4","7","5","4","2","2","2","2","0","0.5","true","0.667","0.4672","0.334"
"706","5","4","7","5","4","2","2","2","2","0","0.5","true","0.333","0.1998","0"
"710","5","4","7","5","4","2","2","2","2","0","0.5","true","0","-0.19980000000000003","-0.333"
"709","5","4","12","5","4","2","2","2","2","0","0.5","true","-0.667","-1.267","-1.667"
"708","5","4","11","5","4","2","2","2","2","0","0.5","true","-1","-1.1998","-2"
"712","5","4","7","5","4","2","2","2","2","0","0.5","true","1","1.0668","0.667"
"711","5","4","8","5","4","2","2","2","2","0","0.5","true","0","0.13340000000000002","-0.333"
"714","5","4","6","5","4","2","2","2","2","0","0.5","true","0.333","0.6666000000000001","0"
"713","5","4","6","5","4","2","2","2","2","0","0.5","true","0","-0.2666","-0.667"
"715","5","4","4","5","4","2","2","2","2","0","0.5","true","0","-0.0668","-0.667"
"716","5","4","9","5","4","2","2","2","2","0","0.5","true","-0.333","-0.06640000000000001","-0.666"
"718","5","4","7","5","4","2","2","2","2","0","0.5","true","0","-0.13340000000000002","-1"
"719","5","4","5","5","4","2","2","2","2","0","0.5","true","-0.667","-0.4002","-1"
"717","5","4","7","5","4","2","2","2","2","0","0.5","true","0.333","0.533","0"
"720","5","4","6","5","4","2","2","2","2","0","0.5","true","-0.667","-0.667","-1.334"
"721","5","4","7","5","4","2","2","2","2","0","0.5","true","-0.667","-0.8002","-1.667"
"725","5","4","5","5","4","2","2","2","2","0","0.5","true","-0.667","-0.26720000000000005","-0.667"
"722","5","4","6","5","4","2","2","2","2","0","0.5","true","-0.667","-0.4004","-1.334"
"723","5","4","9","5","4","2","2","2","2","0","0.5","true","1","0.8","0.33299999999999996"
"724","5","4","8","5","4","2","2","2","2","0","0.5","true","0.333","0.39980000000000004","0"
"680","5","4","5","5","4","2","2","2","2","0","0.5","true","-0.333","-0.7998000000000001","-1"
"726","5","4","5","5","4","2","2","2","2","0","0.5","true","0","-0.33340000000000003","-1"
"728","5","4","7","5","4","2","2","2","2","0","0.5","true","-0.667","-0.20040000000000002","-0.334"
"727","5","4","6","5","4","2","2","2","2","0","0.5","true","1","0.7998","0"
"729","5","4","6","5","4","2","2","2","2","0","0.5","true","0","-2.0000000000000017E-4","-0.667"
"730","5","4","10","5","4","2","2","2","2","0","0.5","true","1","0.6002000000000001","0.33299999999999996"
"733","5","4","5","5","4","2","2","2","2","0","0.5","true","0.667","0.6004","-0.33299999999999996"
"735","5","4","6","5","4","2","2","2","2","0","0.5","true","0","0.4","0"
"734","5","4","7","5","4","2","2","2","2","0","0.5","true","0.667","0.8002","0.334"
"736","5","4","5","5","4","2","2","2","2","0","0.5","true","0.333","0.533","-0.334"
"732","5","4","9","5","4","2","2","2","2","0","0.5","true","-0.667","-0.40040000000000003","-1.334"
"740","5","4","5","5","4","2","2","2","2","0","0.5","true","0","-0.06659999999999999","-0.667"
"741","5","4","8","5","4","2","2","2","2","0","0.5","true","0.667","0.9336","0"
"737","5","4","7","5","4","2","2","2","2","0","0.5","true","-0.333","-0.19940000000000002","-0.666"
"739","5","4","11","5","4","2","2","2","2","0","0.5","true","0.667","0.467","0"
"738","5","4","9","5","4","2","2","2","2","0","0.5","true","0.667","0.867","0.334"
"742","5","4","6","5","4","2","2","2","2","0","0.5","true","-0.667","-0.9336000000000001","-1.334"
"743","5","4","9","5","4","2","2","2","2","0","0.5","true","0.333","0.2666","0"
"746","5","4","5","5","4","2","2","2","2","0","0.5","true","0.333","0.333","-0.334"
"744","5","4","9","5","4","2","2","2","2","0","0.5","true","1","1.3334000000000001","0.667"
"745","5","4","10","5","4","2","2","2","2","0","0.5","true","-1","-1","-1.667"
"749","5","4","6","5","4","2","2","2","2","0","0.5","true","0","0.26660000000000006","-0.667"
"750","5","4","6","5","4","2","2","2","2","0","0.5","true","1","0.8666","0"
"751","5","4","7","5","4","2","2","2","2","0","0.5","true","0.333","-2.0000000000003348E-4","-0.334"
"747","5","4","6","5","4","2","2","2","2","0","0.5","true","0.333","0.533","0"
"748","5","4","5","5","4","2","2","2","2","0","0.5","true","1","1","0.667"
"753","5","4","5","5","4","2","2","2","2","0","0.5","true","0","-0.06659999999999999","-1"
"756","5","4","6","5","4","2","2","2","2","0","0.5","true","0","-0.0664","-0.333"
"755","5","4","9","5","4","2","2","2","2","0","0.5","true","1","1.4668","0.667"
"754","5","4","8","5","4","2","2","2","2","0","0.5","true","-0.667","-0.13359999999999994","-0.667"
"752","5","4","8","5","4","2","2","2","2","0","0.5","true","0.333","0.333","-0.334"
"760","5","4","6","5","4","2","2","2","2","0","0.5","true","0","-0.3332","-0.667"
"759","5","4","6","5","4","2","2","2","2","0","0.5","true","-0.333","-0.06640000000000001","-1"
"761","5","4","7","5","4","2","2","2","2","0","0.5","true","0.333","0.7994","0.666"
"758","5","4","6","5","4","2","2","2","2","0","0.5","true","0.667","0.5338","0.334"
"757","5","4","11","5","4","2","2","2","2","0","0.5","true","0.333","0.333","-0.667"
"765","5","4","5","5","4","2","2","2","2","0","0.5","true","-0.333","-0.3996","-1.333"
"764","5","4","5","5","4","2","2","2","2","0","0.5","true","-0.667","-0.7336","-1.334"
"766","5","4","6","5","4","2","2","2","2","0","0.5","true","0","0.13319999999999999","-0.667"
"762","5","4","6","5","4","2","2","2","2","0","0.5","true","0.667","0.2668","0"
"763","5","4","5","5","4","2","2","2","2","0","0.5","true","0.333","0.46640000000000004","0"
"768","5","4","4","5","4","2","2","2","2","0","0.5","true","0","0.0666","0"
"771","5","4","6","5","4","2","2","2","2","0","0.5","true","-0.333","-0.1996","-0.666"
"769","5","4","6","5","4","2","2","2","2","0","0.5","true","0","0","-0.333"
"770","5","4","7","5","4","2","2","2","2","0","0.5","true","-0.333","-0.2664","-1"
"772","5","4","6","5","4","2","2","2","2","0","0.5","true","0.333","0.06619999999999998","-0.667"
"775","5","4","6","5","4","2","2","2","2","0","0.5","true","-0.333","-0.39960000000000007","-0.666"
"773","5","4","8","5","4","2","2","2","2","0","0.5","true","-1","-0.6","-1.333"
"774","5","4","6","5","4","2","2","2","2","0","0.5","true","-0.333","-0.06640000000000001","-1"
"731","5","4","7","5","4","2","2","2","2","0","0.5","true","-0.667","-0.20020000000000004","-0.667"
"776","5","4","6","5","4","2","2","2","2","0","0.5","true","-0.333","0.06719999999999998","-0.666"
"777","5","4","8","5","4","2","2","2","2","0","0.5","true","0.667","0.6672","0.334"
"779","5","4","9","5","4","2","2","2","2","0","0.5","true","-0.667","-0.8004","-1.334"
"778","5","4","12","5","4","2","2","2","2","0","0.5","true","1","0.8666","0"
"782","5","4","7","5","4","2","2","2","2","0","0.5","true","0.333","0.2662","-0.334"
"781","5","4","10","5","4","2","2","2","2","0","0.5","true","0.667","0.7336","-0.33299999999999996"
"784","5","4","6","5","4","2","2","2","2","0","0.5","true","0.333","0.46620000000000006","0"
"783","5","4","9","5","4","2","2","2","2","0","0.5","true","0.333","0.06619999999999998","-0.334"
"786","5","4","6","5","4","2","2","2","2","0","0.5","true","0","-0.0668","-1"
"785","5","4","10","5","4","2","2","2","2","0","0.5","true","0","0.13340000000000002","-0.333"
"787","5","4","7","5","4","2","2","2","2","0","0.5","true","-0.667","-1.0004","-1.667"
"788","5","4","7","5","4","2","2","2","2","0","0.5","true","0","-0.2","-1"
"792","5","4","6","5","4","2","2","2","2","0","0.5","true","0.667","0.8002","0.334"
"791","5","4","7","5","4","2","2","2","2","0","0.5","true","-0.333","-0.6666000000000001","-1.333"
"790","5","4","7","5","4","2","2","2","2","0","0.5","true","0.667","0.40040000000000003","-0.33299999999999996"
"789","5","4","6","5","4","2","2","2","2","0","0.5","true","-0.333","-0.333","-1"
"796","5","4","7","5","4","2","2","2","2","0","0.5","true","0.667","0.6006","0.334"
"793","5","4","8","5","4","2","2","2","2","0","0.5","true","0.667","0.6002000000000001","0"
"794","5","4","7","5","4","2","2","2","2","0","0.5","true","-0.333","-0.133","-0.666"
"795","5","4","9","5","4","2","2","2","2","0","0.5","true","1","1","0.667"
"799","5","4","5","5","4","2","2","2","2","0","0.5","true","0.667","0.3336","-0.33299999999999996"
"798","5","4","6","5","4","2","2","2","2","0","0.5","true","0.667","0.5336000000000001","0"
"800","5","4","5","5","4","2","2","2","2","0","0.5","true","-0.667","-0.40040000000000003","-1.334"
"797","5","4","9","5","4","2","2","2","2","0","0.5","true","0.667","1.0002","0.667"
"801","5","4","6","5","4","2","2","2","2","0","0.5","true","0","0.06639999999999999","-0.667"
"802","5","4","5","5","4","2","2","2","2","0","0.5","true","0","-0.13340000000000002","-0.667"
"803","5","4","7","5","4","2","2","2","2","0","0.5","true","-0.333","-0.333","-1.333"
"804","5","4","13","5","4","2","2","2","2","0","0.5","true","1","1.2002","0"
"767","5","4","8","5","4","2","2","2","2","0","0.5","true","0.333","0.2662","-0.334"
"806","5","4","7","5","4","2","2","2","2","0","0.5","true","0.667","0.20040000000000002","0"
"808","5","4","8","5","4","2","2","2","2","0","0.5","true","-0.333","-0.3996","-0.666"
"805","5","4","13","5","4","2","2","2","2","0","0.5","true","-0.667","-1.1336","-1.667"
"807","5","4","10","5","4","2","2","2","2","0","0.5","true","-0.667","-0.7338","-1.334"
"780","5","4","8","5","4","2","2","2","2","0","0.5","true","0.333","0.1994","-0.334"
"812","5","4","8","5","4","2","2","2","2","0","0.5","true","0.667","0.4002","0"
"809","5","4","5","5","4","2","2","2","2","0","0.5","true","0","0","-0.667"
"811","5","4","9","5","4","2","2","2","2","0","0.5","true","-1","-0.9332","-2"
"810","5","4","8","5","4","2","2","2","2","0","0.5","true","0.333","0.3996","-0.334"
"813","5","4","9","5","4","2","2","2","2","0","0.5","true","0.333","0.2664","0"
"818","5","4","7","5","4","2","2","2","2","0","0.5","true","-0.333","-0.2664","-0.333"
"815","5","4","5","5","4","2","2","2","2","0","0.5","true","0","-0.13319999999999999","-1"
"819","5","4","6","5","4","2","2","2","2","0","0.5","true","-0.333","-0.133","-1"
"817","5","4","9","5","4","2","2","2","2","0","0.5","true","1","1.2668","0.667"
"816","5","4","6","5","4","2","2","2","2","0","0.5","true","-1","-0.7332","-1.333"
"822","5","4","7","5","4","2","2","2","2","0","0.5","true","0","0.33340000000000003","-0.333"
"824","5","4","6","5","4","2","2","2","2","0","0.5","true","0.333","0.5328","0.333"
"823","5","4","9","5","4","2","2","2","2","0","0.5","true","0.667","0.6002000000000001","0"
"821","5","4","5","5","4","2","2","2","2","0","0.5","true","0","0.06659999999999999","-1"
"820","5","4","10","5","4","2","2","2","2","0","0.5","true","1","1.2","0.667"
"827","5","4","6","5","4","2","2","2","2","0","0.5","true","0.333","0.2664","0"
"825","5","4","6","5","4","2","2","2","2","0","0.5","true","0","0","-0.667"
"826","5","4","8","5","4","2","2","2","2","0","0.5","true","0.667","1.0004","0.667"
"828","5","4","8","5","4","2","2","2","2","0","0.5","true","-0.667","-0.7336","-1"
"829","5","4","6","5","4","2","2","2","2","0","0.5","true","0","0.06659999999999999","-0.667"
"834","5","4","4","5","4","2","2","2","2","0","0.5","true","0","0.0668","-0.333"
"831","5","4","7","5","4","2","2","2","2","0","0.5","true","0.667","0.5338","0"
"833","5","4","7","5","4","2","2","2","2","0","0.5","true","0","0.2","-1"
"830","5","4","8","5","4","2","2","2","2","0","0.5","true","0.333","0.133","-0.334"
"832","5","4","10","5","4","2","2","2","2","0","0.5","true","0.667","0.3334","-0.33299999999999996"
"836","5","4","6","5","4","2","2","2","2","0","0.5","true","0.333","0.1996","-0.334"
"839","5","4","6","5","4","2","2","2","2","0","0.5","true","0.333","0.333","-0.334"
"838","5","4","4","5","4","2","2","2","2","0","0.5","true","1","0.1332000000000001","0"
"835","5","4","5","5","4","2","2","2","2","0","0.5","true","0.667","0.4002","0"
"837","5","4","7","5","4","2","2","2","2","0","0.5","true","0.333","0.5998000000000001","0"
"841","5","4","6","5","4","2","2","2","2","0","0.5","true","-0.333","-0.3996","-1"
"843","5","4","7","5","4","2","2","2","2","0","0.5","true","0.333","0.06639999999999996","-0.334"
"842","5","4","5","5","4","2","2","2","2","0","0.5","true","0.333","0.3996","0"
"844","5","4","6","5","4","2","2","2","2","0","0.5","true","0","0.2","-0.333"
"840","5","4","10","5","4","2","2","2","2","0","0.5","true","0","0.4666","0"
"848","5","4","5","5","4","2","2","2","2","0","0.5","true","-0.667","-0.13379999999999992","-0.667"
"845","5","4","8","5","4","2","2","2","2","0","0.5","true","0.667","0.7334","0"
"849","5","4","6","5","4","2","2","2","2","0","0.5","true","0.667","0.667","0.334"
"846","5","4","6","5","4","2","2","2","2","0","0.5","true","0.667","0.7336","0"
"847","5","4","8","5","4","2","2","2","2","0","0.5","true","0.667","0.8004","0"
"851","5","4","7","5","4","2","2","2","2","0","0.5","true","0","0.0666","0"
"854","5","4","5","5","4","2","2","2","2","0","0.5","true","0.667","0.20040000000000002","-0.33299999999999996"
"852","5","4","7","5","4","2","2","2","2","0","0.5","true","-0.667","-0.40040000000000003","-1"
"850","5","4","6","5","4","2","2","2","2","0","0.5","true","-0.667","-0.667","-1.334"
"853","5","4","9","5","4","2","2","2","2","0","0.5","true","-0.667","-0.467","-1"
"858","5","4","7","5","4","2","2","2","2","0","0.5","true","0","-0.13319999999999999","-1"
"855","5","4","6","5","4","2","2","2","2","0","0.5","true","-0.333","-0.333","-1.333"
"857","5","4","5","5","4","2","2","2","2","0","0.5","true","0.333","0.3996","-0.334"
"856","5","4","8","5","4","2","2","2","2","0","0.5","true","0","0.0666","-0.667"
"859","5","4","7","5","4","2","2","2","2","0","0.5","true","0.667","0.33380000000000004","0"
"862","5","4","6","5","4","2","2","2","2","0","0.5","true","-0.333","-0.3996","-0.666"
"864","5","4","5","5","4","2","2","2","2","0","0.5","true","0.333","0.1996","-0.667"
"860","5","4","5","5","4","2","2","2","2","0","0.5","true","0.333","0.4666","0"
"861","5","4","8","5","4","2","2","2","2","0","0.5","true","-0.333","-0.13319999999999999","-0.333"
"863","5","4","7","5","4","2","2","2","2","0","0.5","true","0.667","0.4002","0"
"814","5","4","7","5","4","2","2","2","2","0","0.5","true","-0.333","-0.46640000000000004","-1.333"
"869","5","4","5","5","4","2","2","2","2","0","0.5","true","0","-0.13320000000000004","-0.333"
"866","5","4","7","5","4","2","2","2","2","0","0.5","true","1","0.5334","0"
"867","5","4","8","5","4","2","2","2","2","0","0.5","true","-0.333","-0.3996","-1"
"868","5","4","8","5","4","2","2","2","2","0","0.5","true","0","0.13340000000000002","-1"
"865","5","4","12","5","4","2","2","2","2","0","0.5","true","-0.333","-0.46640000000000004","-1"
"874","5","4","4","5","4","2","2","2","2","0","0.5","true","0","-0.06659999999999999","-0.667"
"875","5","4","6","5","4","2","2","2","2","0","0.5","true","0.333","0.1328","-0.667"
"872","5","4","6","5","4","2","2","2","2","0","0.5","true","0.667","0.9336","0.667"
"871","5","4","8","5","4","2","2","2","2","0","0.5","true","1","0.933","0.33299999999999996"
"873","5","4","8","5","4","2","2","2","2","0","0.5","true","0","0.0668","-0.333"
"877","5","4","5","5","4","2","2","2","2","0","0.5","true","0","-0.13340000000000002","-0.667"
"878","5","4","7","5","4","2","2","2","2","0","0.5","true","0.667","0.40040000000000003","-0.33299999999999996"
"880","5","4","9","5","4","2","2","2","2","0","0.5","true","0","-0.0664","-0.333"
"879","5","4","9","5","4","2","2","2","2","0","0.5","true","1","0.8666","0"
"876","5","4","12","5","4","2","2","2","2","0","0.5","true","-0.333","-0.1998","-0.333"
"881","5","4","10","5","4","2","2","2","2","0","0.5","true","0.333","0.3996","-0.334"
"882","5","4","7","5","4","2","2","2","2","0","0.5","true","0.333","0.1996","-0.667"
"883","5","4","9","5","4","2","2","2","2","0","0.5","true","0","0.2666","-0.333"
"885","5","4","7","5","4","2","2","2","2","0","0.5","true","-0.667","-0.8672000000000001","-1.334"
"884","5","4","12","5","4","2","2","2","2","0","0.5","true","1","0.9998","0.33299999999999996"
"887","5","4","6","5","4","2","2","2","2","0","0.5","true","0.333","0.333","-0.334"
"888","5","4","8","5","4","2","2","2","2","0","0.5","true","0","0.0668","-1"
"886","5","4","6","5","4","2","2","2","2","0","0.5","true","0.333","0.133","-0.334"
"889","5","4","6","5","4","2","2","2","2","0","0.5","true","0.333","0.2666","0"
"890","5","4","6","5","4","2","2","2","2","0","0.5","true","0.667","0.5336000000000001","0"
"892","5","4","5","5","4","2","2","2","2","0","0.5","true","-0.667","-0.467","-1.667"
"893","5","4","5","5","4","2","2","2","2","0","0.5","true","-0.333","4.0000000000001146E-4","-0.333"
"895","5","4","6","5","4","2","2","2","2","0","0.5","true","-0.333","-0.133","-0.666"
"894","5","4","5","5","4","2","2","2","2","0","0.5","true","-1","-0.6002","-0.667"
"891","5","4","6","5","4","2","2","2","2","0","0.5","true","0","-0.2","-0.667"
"898","5","4","6","5","4","2","2","2","2","0","0.5","true","0","0.2","0"
"897","5","4","5","5","4","2","2","2","2","0","0.5","true","0","0.0668","-0.333"
"899","5","4","6","5","4","2","2","2","2","0","0.5","true","0.667","0.40040000000000003","-0.33299999999999996"
"900","5","4","5","5","4","2","2","2","2","0","0.5","true","0","0.13320000000000004","-0.333"
