[run number];team_size;game_size;knowledge_sharing;[step];team_score;gain_score;synergy_score;agent_names;reached_consensus?;[agreeableness] of turtles;[talkativeness] of turtles;[neuroticism] of turtles;[critical_thinking] of turtles;[knowledge] of turtles
1752;5;8;0.8;31;0.0;0.0;0.0;[neuro_agent talk_agent agree_agent talk_agent agree_agent f g h i j];FALSE;[2.66 4.36];[5.56 3.17];[2.09];[0];[0]
2137;5;8;0.8;16;0.0;0.0;-0.357;[talk_agent know_agent know_agent neuro_agent know_agent f g h i j];TRUE;[0];[3.99];[3.29];[0];[0.74 0.8 0.62]
6020;5;8;0.8;20;0.0;0.0;-0.357;[crit_agent know_agent know_agent know_agent talk_agent f g h i j];TRUE;[0];[2.22];[0];[0.28];[0.79 0.66 0.93]
9403;5;8;0.8;18;0.0;0.0;-0.357;[crit_agent talk_agent know_agent agree_agent know_agent f g h i j];TRUE;[3.77];[2.58];[0];[0.43];[0.53 0.72]
8716;5;8;0.8;11;0.0;-0.01419999999999999;-0.286;[know_agent know_agent neuro_agent neuro_agent know_agent f g h i j];TRUE;[0];[0];[2.88 2.9];[0];[0.76 0.69 0.84]
9456;5;8;0.8;20;0.0;-0.014199999999999994;-0.214;[crit_agent know_agent know_agent know_agent know_agent f g h i j];TRUE;[0];[0];[0];[0.21];[0.67 0.63 0.6 0.64]
458;5;8;0.8;16;0.0;0.014199999999999996;-0.286;[know_agent know_agent neuro_agent agree_agent neuro_agent f g h i j];TRUE;[2.13];[0];[2.84 2.16];[0];[0.9 0.71]
9983;5;8;0.8;16;0.0;0.014199999999999996;-0.429;[know_agent know_agent talk_agent agree_agent crit_agent f g h i j];TRUE;[4.28];[2.39];[0];[0.4];[0.64 0.87]
50;5;8;0.8;20;0.0;-0.014199999999999996;-0.643;[talk_agent agree_agent know_agent talk_agent know_agent f g h i j];TRUE;[2.17];[2.5 2.07];[0];[0];[0.89 0.59]
9964;5;8;0.8;14;0.0;0.0142;-0.5;[know_agent neuro_agent know_agent talk_agent know_agent f g h i j];TRUE;[0];[3.49];[3.63];[0];[0.51 0.86 0.86]
9821;5;8;0.8;17;0.0;-0.0142;-0.5;[know_agent know_agent know_agent talk_agent neuro_agent f g h i j];TRUE;[0];[2.49];[4.18];[0];[0.83 0.64 0.58]
6917;5;8;0.8;12;0.0;-0.014200000000000008;-0.357;[talk_agent talk_agent know_agent neuro_agent know_agent f g h i j];TRUE;[0];[2.4 4.4];[4.0];[0];[0.74 0.67]
2336;5;8;0.8;16;0.0;-0.01420000000000001;-0.357;[neuro_agent neuro_agent know_agent know_agent know_agent f g h i j];TRUE;[0];[0];[5.59 4.03];[0];[0.58 0.78 0.98]
7429;5;8;0.8;16;0.0;0.014399999999999996;-0.286;[agree_agent know_agent crit_agent agree_agent know_agent f g h i j];TRUE;[3.25 2.3];[0];[0];[0.35];[0.86 0.81]
6267;5;8;0.8;17;0.0;-0.014399999999999996;-0.357;[neuro_agent know_agent know_agent know_agent agree_agent f g h i j];TRUE;[4.32];[0];[2.09];[0];[0.51 0.8 0.51]
2316;5;8;0.8;10;0.0;-0.0144;-0.143;[know_agent neuro_agent neuro_agent know_agent know_agent f g h i j];TRUE;[0];[0];[4.90 3.16];[0];[0.66 0.55 0.57]
8876;5;8;0.8;19;0.0;-0.014400000000000005;-0.5;[talk_agent know_agent know_agent talk_agent talk_agent f g h i j];TRUE;[0];[4.24 2.27 7.18];[0];[0];[0.95 0.79]
4820;5;8;0.8;16;0.0;0.014400000000000007;-0.214;[know_agent know_agent crit_agent agree_agent talk_agent f g h i j];TRUE;[3.28];[3.81];[0];[0.36];[0.9 0.69]
709;5;8;0.8;20;0.0;0.014400000000000007;-0.571;[talk_agent know_agent know_agent agree_agent talk_agent f g h i j];TRUE;[5.85];[3.64 2.43];[0];[0];[0.6 0.94]
6439;5;8;0.8;12;0.0;-0.014400000000000013;-0.643;[know_agent talk_agent know_agent neuro_agent neuro_agent f g h i j];TRUE;[0];[2.27];[3.48 3.27];[0];[0.7 0.96]
4546;5;8;0.8;13;0.0;0.02839999999999999;-0.429;[agree_agent know_agent talk_agent agree_agent talk_agent f g h i j];TRUE;[2.92 2.95];[3.55 2.20];[0];[0];[0.9]
594;5;8;0.8;24;0.0;0.028399999999999998;-0.429;[neuro_agent talk_agent know_agent know_agent agree_agent f g h i j];TRUE;[2.28];[3.18];[2.13];[0];[0.69 0.85]
98;5;8;0.8;12;0.0;0.0284;-0.286;[know_agent know_agent neuro_agent know_agent agree_agent f g h i j];TRUE;[5.48];[0];[2.59];[0];[0.92 0.78 0.54]
4297;5;8;0.8;19;0.0;-0.0284;-0.5;[talk_agent know_agent talk_agent know_agent know_agent f g h i j];TRUE;[0];[3.76 6.53];[0];[0];[0.81 0.98 0.55]
1637;5;8;0.8;16;0.0;0.028599999999999997;-0.143;[know_agent know_agent crit_agent know_agent talk_agent f g h i j];TRUE;[0];[2.56];[0];[0.35];[0.64 0.59 0.6]
184;5;8;0.8;25;0.0;0.028599999999999997;-0.214;[crit_agent know_agent know_agent know_agent know_agent f g h i j];TRUE;[0];[0];[0];[0.28];[0.61 0.72 0.52 0.57]
341;5;8;0.8;14;0.0;0.028599999999999997;-0.429;[know_agent agree_agent know_agent talk_agent talk_agent f g h i j];TRUE;[2.17];[4.99 2.23];[0];[0];[0.81 0.93]
1806;5;8;0.8;20;0.0;-0.028599999999999997;-0.5;[talk_agent talk_agent know_agent know_agent crit_agent f g h i j];TRUE;[0];[3.9 2.18];[0];[0.72];[0.75 0.99]
9616;5;8;0.8;23;0.0;-0.028599999999999997;-0.571;[talk_agent know_agent know_agent neuro_agent agree_agent f g h i j];TRUE;[2.15];[3];[5.98];[0];[0.92 0.73]
6493;5;8;0.8;28;0.0;0.028600000000000004;-0.286;[know_agent know_agent talk_agent talk_agent crit_agent f g h i j];TRUE;[0];[3.19 2.08];[0];[0.29];[0.74 0.67]
3885;5;8;0.8;24;0.0;0.028799999999999992;-0.214;[crit_agent talk_agent know_agent talk_agent know_agent f g h i j];TRUE;[0];[2.00 3.59];[0];[0.45];[0.61 0.86]
3519;5;8;0.8;13;0.0;0.028799999999999992;-0.357;[know_agent know_agent neuro_agent know_agent crit_agent f g h i j];TRUE;[0];[0];[2.62];[0.29];[0.56 0.58 0.92]
9363;5;8;0.8;16;0.0;0.04279999999999999;-0.286;[know_agent neuro_agent talk_agent know_agent talk_agent f g h i j];TRUE;[0];[5 3.16];[3.5];[0];[0.89 0.82]
7270;5;8;0.8;16;0.0;0.04279999999999999;-0.429;[know_agent talk_agent talk_agent know_agent neuro_agent f g h i j];TRUE;[0];[4.07 2.70];[2.59];[0];[0.51 0.91]
3386;5;8;0.8;16;0.0;0.04279999999999999;-0.643;[crit_agent talk_agent know_agent agree_agent crit_agent f g h i j];TRUE;[2.33];[3.43];[0];[0.4 0.38];[0.95]
627;5;8;0.8;13;0.0;-0.04279999999999999;-0.357;[know_agent neuro_agent agree_agent know_agent know_agent f g h i j];TRUE;[2.65];[0];[2.4];[0];[0.62 0.88 0.54]
1016;5;8;0.8;12;0.0;0.0428;-0.214;[know_agent know_agent crit_agent know_agent agree_agent f g h i j];TRUE;[2.24];[0];[0];[0.78];[0.62 0.52 0.66]
6470;5;8;0.8;19;0.0;0.0428;-0.286;[know_agent know_agent neuro_agent talk_agent talk_agent f g h i j];TRUE;[0];[4.19 6.2];[3.07];[0];[0.92 0.77]
1500;5;8;0.8;10;0.0;0.0428;-0.714;[neuro_agent crit_agent know_agent neuro_agent crit_agent f g h i j];TRUE;[0];[0];[4.25 3.79];[0.63 0.39];[0.91]
2970;5;8;0.8;17;0.0;-0.0428;-0.643;[neuro_agent agree_agent know_agent know_agent know_agent f g h i j];TRUE;[2.21];[0];[3.56];[0];[0.79 0.51 0.63]
9180;5;8;0.8;31;0.0;0.042800000000000005;-0.143;[neuro_agent know_agent know_agent talk_agent neuro_agent f g h i j];TRUE;[0];[2.59];[2.32 2.71];[0];[0.61 0.67]
5010;5;8;0.8;17;0.0;0.042800000000000005;-0.286;[know_agent agree_agent know_agent crit_agent agree_agent f g h i j];TRUE;[3.42 3.62];[0];[0];[0.37];[0.89 0.54]
7931;5;8;0.8;14;0.0;-0.042800000000000005;-0.286;[neuro_agent know_agent know_agent talk_agent know_agent f g h i j];TRUE;[0];[6];[2.08];[0];[0.81 0.73 0.81]
2653;5;8;0.8;10;0.0;-0.042800000000000005;-0.429;[know_agent know_agent agree_agent know_agent know_agent f g h i j];TRUE;[2.80];[0];[0];[0];[0.91 0.55 0.55 0.7]
5175;5;8;0.8;12;0.0;-0.042800000000000005;-0.786;[know_agent know_agent talk_agent agree_agent know_agent f g h i j];TRUE;[3.19];[3.88];[0];[0];[0.6 0.61 0.93]
2548;5;8;0.8;24;0.0;0.04280000000000001;-0.286;[agree_agent know_agent talk_agent agree_agent know_agent f g h i j];TRUE;[2.73 5.76];[2.24];[0];[0];[0.65 0.73]
9032;5;8;0.8;18;0.0;-0.04280000000000001;-0.5;[know_agent know_agent know_agent agree_agent talk_agent f g h i j];TRUE;[3.66];[3.46];[0];[0];[0.51 0.81 0.91]
5598;5;8;0.8;20;0.0;0.043;-0.357;[know_agent neuro_agent know_agent neuro_agent agree_agent f g h i j];TRUE;[2.2];[0];[3.60 2.8];[0];[1 0.67]
7828;5;8;0.8;13;0.0;0.043;-0.357;[agree_agent know_agent talk_agent talk_agent know_agent f g h i j];TRUE;[2.83];[4.23 2.44];[0];[0];[0.69 0.68]
1297;5;8;0.8;16;0.0;-0.043;-0.429;[know_agent know_agent agree_agent know_agent neuro_agent f g h i j];TRUE;[2.98];[0];[2.89];[0];[0.69 0.92 0.76]
3866;5;8;0.8;14;0.0;0.05699999999999998;-0.5;[crit_agent agree_agent talk_agent neuro_agent know_agent f g h i j];TRUE;[2.25];[2.33];[4.9];[0.22];[0.9]
8473;5;8;0.8;15;0.0;0.056999999999999995;-0.143;[talk_agent talk_agent know_agent know_agent talk_agent f g h i j];TRUE;[0];[4.02 2.33 5.51];[0];[0];[0.68 0.72]
9318;5;8;0.8;19;0.0;0.05700000000000001;-0.143;[know_agent know_agent neuro_agent crit_agent neuro_agent f g h i j];TRUE;[0];[0];[6.42 5.55];[0.66];[0.54 0.73]
8959;5;8;0.8;13;0.0;0.05700000000000001;-0.571;[crit_agent agree_agent talk_agent neuro_agent know_agent f g h i j];TRUE;[4.37];[4.13];[3.90];[0.34];[0.98]
3146;5;8;0.8;17;0.0;0.05719999999999999;-0.5;[talk_agent crit_agent neuro_agent know_agent know_agent f g h i j];TRUE;[0];[4.53];[3.30];[0.41];[0.63 0.9]
4160;5;8;0.8;16;0.0;0.05719999999999999;-0.643;[crit_agent agree_agent know_agent neuro_agent agree_agent f g h i j];TRUE;[3.63 2.47];[0];[3.28];[0.3];[0.97]
4442;5;8;0.8;15;0.0;0.057199999999999994;-0.143;[agree_agent talk_agent know_agent know_agent agree_agent f g h i j];TRUE;[5.25 2.79];[2.20];[0];[0];[0.63 0.62]
2566;5;8;0.8;18;0.0;0.057199999999999994;-0.214;[talk_agent neuro_agent agree_agent know_agent know_agent f g h i j];TRUE;[2.17];[3.70];[7.46];[0];[0.7 0.87]
7467;5;8;0.8;15;0.0;0.057199999999999994;-0.214;[know_agent agree_agent neuro_agent know_agent agree_agent f g h i j];TRUE;[4.38 4.6];[0];[4.34];[0];[0.64 0.7]
1853;5;8;0.8;10;0.0;0.057199999999999994;-0.286;[crit_agent know_agent agree_agent know_agent neuro_agent f g h i j];TRUE;[4.52];[0];[5.6];[0.39];[0.54 0.84]
1362;5;8;0.8;12;0.0;0.05720000000000001;-0.214;[neuro_agent know_agent know_agent crit_agent know_agent f g h i j];TRUE;[0];[0];[4.88];[0.48];[0.7 0.68 0.56]
2430;5;8;0.8;14;0.0;0.05720000000000001;-0.214;[neuro_agent crit_agent know_agent know_agent agree_agent f g h i j];TRUE;[2.94];[0];[4.9];[0.69];[0.56 0.64]
3933;5;8;0.8;23;0.0;0.05720000000000001;-0.357;[know_agent talk_agent neuro_agent agree_agent know_agent f g h i j];TRUE;[5.68];[2.65];[2.98];[0];[0.53 0.92]
4672;5;8;0.8;22;0.0;0.05720000000000001;-0.5;[talk_agent talk_agent agree_agent know_agent agree_agent f g h i j];TRUE;[3.08 2.6];[2.02 5.87];[0];[0];[0.85]
5983;5;8;0.8;13;0.0;-0.05720000000000001;-0.429;[talk_agent talk_agent know_agent know_agent know_agent f g h i j];TRUE;[0];[2.98 4.50];[0];[0];[0.85 0.77 0.83]
1793;5;8;0.8;15;0.0;-0.05720000000000001;-0.5;[agree_agent know_agent know_agent know_agent agree_agent f g h i j];TRUE;[2.07 3.48];[0];[0];[0];[0.7 0.62 0.77]
8129;5;8;0.8;16;0.0;-0.05720000000000001;-0.714;[talk_agent talk_agent know_agent know_agent talk_agent f g h i j];TRUE;[0];[3.18 3.32 3.18];[0];[0];[0.95 0.86]
5813;5;8;0.8;13;0.0;-0.05740000000000001;-0.5;[talk_agent know_agent neuro_agent talk_agent know_agent f g h i j];TRUE;[0];[2.56 2.73];[3.62];[0];[0.99 0.94]
1155;5;8;0.8;12;0.0;0.07119999999999999;-0.286;[talk_agent agree_agent know_agent know_agent neuro_agent f g h i j];TRUE;[4.99];[2.6];[3.83];[0];[0.95 0.53]
2900;5;8;0.8;14;0.0;0.07119999999999999;-0.643;[neuro_agent neuro_agent talk_agent know_agent agree_agent f g h i j];TRUE;[4.58];[2.21];[3.2 2.63];[0];[0.91]
7134;5;8;0.8;14;0.0;0.0712;-0.5;[neuro_agent know_agent neuro_agent agree_agent talk_agent f g h i j];TRUE;[6.39];[2.19];[2.53 2.30];[0];[0.83]
674;5;8;0.8;12;0.0;0.07139999999999999;-0.143;[agree_agent agree_agent agree_agent know_agent know_agent f g h i j];TRUE;[3.34 3.76 3.34];[0];[0];[0];[0.7 0.55]
2182;5;8;0.8;24;0.0;0.07139999999999999;-0.143;[talk_agent know_agent neuro_agent know_agent know_agent f g h i j];TRUE;[0];[4.47];[3.57];[0];[0.56 0.59 0.64]
5882;5;8;0.8;18;0.0;0.07139999999999999;-0.143;[talk_agent neuro_agent neuro_agent know_agent know_agent f g h i j];TRUE;[0];[2.08];[3.07 3.24];[0];[0.51 0.8]
3288;5;8;0.8;13;0.0;0.07139999999999999;-0.214;[neuro_agent neuro_agent know_agent agree_agent know_agent f g h i j];TRUE;[3.2];[0];[2.0 3.44];[0];[0.82 0.77]
8525;5;8;0.8;21;0.0;0.07139999999999999;-0.214;[know_agent talk_agent talk_agent know_agent know_agent f g h i j];TRUE;[0];[2.08 2.16];[0];[0];[0.57 1 0.7]
8823;5;8;0.8;14;0.0;0.07139999999999999;-0.214;[talk_agent know_agent talk_agent know_agent talk_agent f g h i j];TRUE;[0];[2.55 3.90 3.86];[0];[0];[0.57 0.81]
8908;5;8;0.8;23;0.0;0.07139999999999999;-0.214;[agree_agent know_agent talk_agent know_agent agree_agent f g h i j];TRUE;[3.55 2.09];[3.36];[0];[0];[0.79 0.56]
79;5;8;0.8;13;0.0;0.07139999999999999;-0.357;[know_agent talk_agent agree_agent talk_agent agree_agent f g h i j];TRUE;[4.44 2.9];[5.83 2.74];[0];[0];[0.84]
9717;5;8;0.8;15;0.0;0.07139999999999999;-0.357;[crit_agent know_agent know_agent agree_agent talk_agent f g h i j];TRUE;[3.98];[3.53];[0];[0.27];[0.72 0.86]
2688;5;8;0.8;16;0.0;0.07139999999999999;-0.429;[know_agent talk_agent neuro_agent neuro_agent know_agent f g h i j];TRUE;[0];[5.05];[2.20 2.27];[0];[0.8 0.56]
9316;5;8;0.8;18;0.0;0.07139999999999999;-0.5;[talk_agent neuro_agent know_agent neuro_agent agree_agent f g h i j];TRUE;[3.54];[4.16];[2.05 2.98];[0];[0.97]
370;5;8;0.8;14;0.0;-0.07139999999999999;-0.571;[know_agent neuro_agent crit_agent talk_agent know_agent f g h i j];TRUE;[0];[2.2];[3.80];[0.43];[0.8 0.89]
1568;5;8;0.8;29;0.0;0.07159999999999998;-0.286;[agree_agent know_agent know_agent talk_agent neuro_agent f g h i j];TRUE;[4.97];[5.44];[3.15];[0];[0.67 0.7]
2790;5;8;0.8;14;0.0;0.0716;-0.143;[know_agent know_agent know_agent neuro_agent neuro_agent f g h i j];TRUE;[0];[0];[3.39 2.44];[0];[0.6 0.7 0.59]
691;5;8;0.8;19;0.0;0.0716;-0.214;[talk_agent know_agent know_agent know_agent neuro_agent f g h i j];TRUE;[0];[4.83];[4.12];[0];[0.56 0.72 0.6]
1340;5;8;0.8;29;0.0;0.0716;-0.214;[neuro_agent neuro_agent talk_agent know_agent know_agent f g h i j];TRUE;[0];[4.80];[4.15 2.56];[0];[0.63 0.81]
8500;5;8;0.8;18;0.0;0.0716;-0.214;[agree_agent know_agent crit_agent know_agent talk_agent f g h i j];TRUE;[2.53];[4.34];[0];[0.48];[0.66 0.67]
1736;5;8;0.8;14;0.0;0.0716;-0.357;[neuro_agent neuro_agent know_agent talk_agent know_agent f g h i j];TRUE;[0];[2.52];[3.09 4.36];[0];[0.83 0.67]
4751;5;8;0.8;20;0.0;0.0716;-0.357;[talk_agent know_agent know_agent neuro_agent neuro_agent f g h i j];TRUE;[0];[2.47];[3.06 4.04];[0];[0.9 0.82]
694;5;8;0.8;14;0.0;0.0716;-0.5;[agree_agent know_agent agree_agent crit_agent neuro_agent f g h i j];TRUE;[2.38 3.81];[0];[2.69];[0.35];[0.97]
1741;5;8;0.8;11;0.0;-0.07160000000000002;-0.786;[know_agent know_agent neuro_agent agree_agent neuro_agent f g h i j];TRUE;[4.12];[0];[2.8 2.37];[0];[0.83 0.89]
2098;5;8;0.8;11;0.0;0.0854;-0.286;[neuro_agent know_agent agree_agent talk_agent agree_agent f g h i j];TRUE;[5.04 4.28];[5.22];[3.12];[0];[0.83]
3737;5;8;0.8;10;0.0;0.08559999999999998;-0.357;[agree_agent know_agent talk_agent know_agent neuro_agent f g h i j];TRUE;[4.13];[2.63];[3.63];[0];[0.52 0.99]
1424;5;8;0.8;15;0.0;0.08559999999999998;-0.429;[crit_agent know_agent talk_agent agree_agent agree_agent f g h i j];TRUE;[3.93 4.64];[2.43];[0];[0.33];[0.86]
9100;5;8;0.8;17;0.0;0.08559999999999998;-0.429;[know_agent talk_agent talk_agent neuro_agent crit_agent f g h i j];TRUE;[0];[3.56 2.12];[5.13];[0.51];[0.91]
5164;5;8;0.8;21;0.0;0.0856;-0.143;[crit_agent agree_agent talk_agent know_agent know_agent f g h i j];TRUE;[2.7];[4.78];[0];[0.55];[0.53 0.62]
8279;5;8;0.8;29;0.0;0.0856;-0.143;[know_agent crit_agent agree_agent neuro_agent talk_agent f g h i j];TRUE;[4.23];[3.49];[2.53];[0.73];[0.63]
2405;5;8;0.8;17;0.0;0.0856;-0.286;[know_agent talk_agent know_agent agree_agent know_agent f g h i j];TRUE;[3.29];[3.34];[0];[0];[0.78 0.63 0.57]
8369;5;8;0.8;21;0.0;0.0856;-0.357;[talk_agent know_agent crit_agent talk_agent talk_agent f g h i j];TRUE;[0];[6.08 4.4 4.42];[0];[0.32];[0.75]
110;5;8;0.8;14;0.0;0.0856;-0.429;[know_agent talk_agent know_agent crit_agent crit_agent f g h i j];TRUE;[0];[2.64];[0];[0.57 0.29];[0.64 0.95]
821;5;8;0.8;18;0.0;0.08579999999999999;-0.143;[agree_agent know_agent neuro_agent neuro_agent neuro_agent f g h i j];TRUE;[2.28];[0];[2.32 2.74 6.09];[0];[0.7]
2066;5;8;0.8;18;0.0;0.08579999999999999;-0.214;[agree_agent know_agent talk_agent talk_agent know_agent f g h i j];TRUE;[5.50];[2.55 4.3];[0];[0];[0.85 0.73]
4638;5;8;0.8;14;0.0;0.08579999999999999;-0.214;[know_agent talk_agent neuro_agent agree_agent know_agent f g h i j];TRUE;[3.03];[3.8];[2.38];[0];[0.82 0.53]
4829;5;8;0.8;16;0.0;0.08579999999999999;-0.214;[agree_agent neuro_agent agree_agent know_agent neuro_agent f g h i j];TRUE;[4.07 2.58];[0];[2.77 3.19];[0];[0.78]
757;5;8;0.8;18;0.0;0.08579999999999999;-0.286;[talk_agent agree_agent neuro_agent crit_agent know_agent f g h i j];TRUE;[2.23];[2.83];[2.86];[0.43];[0.73]
1197;5;8;0.8;11;0.0;0.08579999999999999;-0.5;[agree_agent know_agent agree_agent know_agent agree_agent f g h i j];TRUE;[4.32 3.54 3.49];[0];[0];[0];[0.93 0.52]
8821;5;8;0.8;20;0.0;-0.08579999999999999;-0.429;[know_agent know_agent talk_agent know_agent talk_agent f g h i j];TRUE;[0];[3.9 3.05];[0];[0];[0.84 0.93 0.72]
6864;5;8;0.8;11;0.0;0.0858;-0.071;[know_agent crit_agent crit_agent know_agent talk_agent f g h i j];TRUE;[0];[4.3];[0];[0.34 0.5];[0.58 0.63]
6751;5;8;0.8;10;0.0;0.0858;-0.143;[know_agent know_agent agree_agent neuro_agent know_agent f g h i j];TRUE;[2.24];[0];[3.08];[0];[0.59 0.64 0.65]
1966;5;8;0.8;15;0.0;0.0858;-0.214;[crit_agent neuro_agent know_agent know_agent crit_agent f g h i j];TRUE;[0];[0];[2.77];[0.29 0.61];[0.69 0.59]
7027;5;8;0.8;12;0.0;0.0858;-0.214;[agree_agent crit_agent talk_agent know_agent know_agent f g h i j];TRUE;[3.55];[2.14];[0];[0.36];[0.9 0.76]
4815;5;8;0.8;18;0.0;0.08580000000000002;-0.357;[talk_agent know_agent agree_agent know_agent talk_agent f g h i j];TRUE;[2.53];[3.62 5.87];[0];[0];[0.98 0.69]
7335;5;8;0.8;16;0.0;0.086;-0.214;[talk_agent know_agent know_agent agree_agent neuro_agent f g h i j];TRUE;[3.06];[3.55];[5.44];[0];[0.78 0.68]
2215;5;8;0.8;15;0.0;0.08600000000000001;-0.214;[know_agent talk_agent agree_agent know_agent agree_agent f g h i j];TRUE;[3.18 2.76];[3.16];[0];[0];[0.7 0.85]
1780;5;8;0.8;21;0.0;0.09979999999999999;-0.143;[crit_agent agree_agent know_agent neuro_agent crit_agent f g h i j];TRUE;[4.15];[0];[3.16];[0.37 0.41];[0.74]
8810;5;8;0.8;17;0.0;0.0998;-0.143;[agree_agent agree_agent talk_agent know_agent agree_agent f g h i j];TRUE;[4.87 2.36 8.49];[4.03];[0];[0];[0.7]
5362;5;8;0.8;15;0.0;0.0998;-0.286;[talk_agent talk_agent agree_agent know_agent know_agent f g h i j];TRUE;[2.67];[7.33 2.79];[0];[0];[0.53 0.9]
4381;5;8;0.8;18;0.0;0.0998;-0.357;[agree_agent neuro_agent crit_agent know_agent crit_agent f g h i j];TRUE;[2.62];[0];[2.4];[0.43 0.29];[0.76]
2338;5;8;0.8;24;0.0;0.0998;-0.429;[agree_agent know_agent crit_agent agree_agent neuro_agent f g h i j];TRUE;[4.77 3.75];[0];[2.78];[0.26];[0.97]
305;5;8;0.8;15;0.0;0.09999999999999998;-0.071;[agree_agent agree_agent neuro_agent crit_agent know_agent f g h i j];TRUE;[2.70 2.65];[0];[4.35];[0.31];[0.54]
5393;5;8;0.8;17;0.0;0.09999999999999999;-0.071;[neuro_agent agree_agent know_agent crit_agent agree_agent f g h i j];TRUE;[2.35 4.66];[0];[3.44];[0.63];[0.52]
4644;5;8;0.8;13;0.0;0.09999999999999999;-0.286;[neuro_agent know_agent agree_agent crit_agent know_agent f g h i j];TRUE;[3.2];[0];[4.07];[0.44];[0.55 0.83]
7996;5;8;0.8;24;0.0;0.1;0.0;[know_agent know_agent crit_agent talk_agent agree_agent f g h i j];TRUE;[2.35];[2.51];[0];[0.66];[0.53 0.59]
692;5;8;0.8;17;0.0;0.1;-0.143;[know_agent know_agent talk_agent neuro_agent neuro_agent f g h i j];TRUE;[0];[2.45];[2.62 3.45];[0];[0.6 0.78]
7168;5;8;0.8;16;0.0;0.1;-0.143;[talk_agent know_agent agree_agent know_agent neuro_agent f g h i j];TRUE;[2.44];[2.53];[2.27];[0];[0.51 0.57]
8032;5;8;0.8;23;0.0;0.1;-0.143;[neuro_agent talk_agent know_agent neuro_agent know_agent f g h i j];TRUE;[0];[4.33];[4.65 6.76];[0];[0.69 0.63]
35;5;8;0.8;12;0.0;0.1;-0.214;[know_agent talk_agent crit_agent talk_agent know_agent f g h i j];TRUE;[0];[5.74 4.67];[0];[0.42];[0.79 0.9]
927;5;8;0.8;19;0.0;0.1;-0.214;[talk_agent know_agent know_agent talk_agent agree_agent f g h i j];TRUE;[2.0];[5.93 6.45];[0];[0];[0.62 0.87]
6871;5;8;0.8;13;0.0;0.1;-0.214;[know_agent know_agent neuro_agent neuro_agent neuro_agent f g h i j];TRUE;[0];[0];[2.2 4.26 5.69];[0];[0.76 0.79]
9168;5;8;0.8;11;0.0;0.1;-0.214;[talk_agent know_agent talk_agent neuro_agent agree_agent f g h i j];TRUE;[5.16];[5.7 4.78];[4.83];[0];[0.77]
64;5;8;0.8;18;0.0;0.1;-0.286;[know_agent talk_agent talk_agent talk_agent know_agent f g h i j];TRUE;[0];[3.12 3.90 2.3];[0];[0];[0.85 0.79]
4617;5;8;0.8;13;0.0;0.1;-0.286;[know_agent know_agent crit_agent neuro_agent agree_agent f g h i j];TRUE;[2.16];[0];[2.46];[0.39];[0.83 0.72]
8970;5;8;0.8;15;0.0;0.1;-0.286;[neuro_agent know_agent neuro_agent know_agent neuro_agent f g h i j];TRUE;[0];[0];[4.09 2.93 2.78];[0];[0.92 0.67]
7394;5;8;0.8;17;0.0;0.1;-0.357;[neuro_agent talk_agent know_agent know_agent neuro_agent f g h i j];TRUE;[0];[2.09];[3.25 3.72];[0];[0.77 0.82]
3328;5;8;0.8;11;0.0;0.1;-0.5;[agree_agent talk_agent agree_agent know_agent know_agent f g h i j];TRUE;[2.39 6.10];[2.01];[0];[0];[0.73 0.98]
1066;5;8;0.8;12;0.0;0.1;-0.571;[agree_agent neuro_agent know_agent neuro_agent crit_agent f g h i j];TRUE;[2.78];[0];[2.70 3.93];[0.57];[0.75]
3811;5;8;0.8;20;0.0;0.1002;-0.214;[agree_agent agree_agent know_agent crit_agent agree_agent f g h i j];TRUE;[4.59 2.09 5.08];[0];[0];[0.4];[0.55]
6303;5;8;0.8;14;0.0;0.1002;-0.357;[know_agent know_agent crit_agent talk_agent neuro_agent f g h i j];TRUE;[0];[2.4];[2.67];[0.25];[0.8 0.69]
6461;5;8;0.8;19;0.0;0.10020000000000003;-0.071;[know_agent know_agent know_agent neuro_agent neuro_agent f g h i j];TRUE;[0];[0];[4.30 4.19];[0];[0.56 0.57 0.58]
2212;5;8;0.8;12;0.0;0.111022302462515;-0.286;[crit_agent know_agent know_agent know_agent neuro_agent f g h i j];TRUE;[0];[0];[4.03];[0.4];[0.59 0.77 0.86]
8107;5;8;0.8;13;0.0;0.111022302462515;-0.286;[know_agent know_agent agree_agent know_agent agree_agent f g h i j];TRUE;[3.06 4.8];[0];[0];[0];[0.85 0.74 0.87]
1163;5;8;0.8;17;0.0;0.11399999999999999;0.071;[crit_agent know_agent neuro_agent crit_agent talk_agent f g h i j];TRUE;[0];[3.50];[2.77];[0.29 0.26];[0.53]
3736;5;8;0.8;21;0.0;0.11399999999999999;0.071;[talk_agent crit_agent know_agent crit_agent talk_agent f g h i j];TRUE;[0];[3.42 4.08];[0];[0.21 0.5];[0.6]
1604;5;8;0.8;37;0.0;0.11400000000000002;-0.286;[neuro_agent crit_agent know_agent neuro_agent neuro_agent f g h i j];TRUE;[0];[0];[3.10 2.95 5.32];[0.43];[0.98]
5459;5;8;0.8;15;0.0;0.1142;0.0;[talk_agent talk_agent know_agent know_agent talk_agent f g h i j];TRUE;[0];[6.24 2.42 2.38];[0];[0];[0.52 0.68]
